"ids","entitynum","region","site","londd","latdd","altitude","samplenum","agebp","variable","value","group","ntNA"
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Cyperaceae",29.75,"Herb",15
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Fabaceae",NA,"Shrub",2
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Onagraceae",NA,"Shrub",1
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Picea",NA,"Trees",12
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Pinus",NA,"Trees",1
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Populus",NA,"Herb",6
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Salix",8.78,"Shrub",15
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Saxifragaceae",NA,"Herb",1
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Sphagnum",1.42,"Shrub",15
"Entity_789_Region_North America",789,"North America","Etivlik Lake",-156.033333,68.133333,631,16534,11714,"Thalictrum",NA,"Trees",1
