"ids","entitynum","region","site","londd","latdd","altitude","samplenum","agebp","variable","value","group"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"JJAPdelta",-13.5875,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"JJATdelta",-1.4625,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"Juniperus",1.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"Pinus",10.07,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"Plantago",3.02,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"Poaceae",12.42,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"Quercus..deciduous.",31.88,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"Rumex",2.35,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"Ulmus",1.34,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,10,1015.96,"minD",17.68072139,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Artemisia",0.65,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Betula",19.42,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Corylus",2.27,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"DJFPdelta",42.7,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"DJFTdelta",-0.05,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Ericales",5.18,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Fagus",1.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"JJAPdelta",-17.3875,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"JJATdelta",-2.4125,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Juniperus",2.27,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Pinus",8.09,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Plantago",1.62,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Poaceae",13.92,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Quercus..deciduous.",40.45,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"Rumex",2.59,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,11,1087.07,"minD",21.23660404,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Alnus",0.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Artemisia",1.36,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Betula",9.83,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Cichorioideae",0.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Corylus",4.41,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Cyperaceae",0.68,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"DJFPdelta",27.25,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"DJFTdelta",-0.1125,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Ericales",6.1,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Fagus",1.36,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"JJAPdelta",-4.4125,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"JJATdelta",-2.15,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Juniperus",3.39,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Pinus",6.1,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Plantago",1.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Poaceae",16.27,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Quercus..deciduous.",41.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Rumex",2.71,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"Ulmus",1.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,12,1215.44,"minD",20.72629653,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Alnus",1.33,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Artemisia",0.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Betula",9.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Cichorioideae",0.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Corylus",4.33,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Cyperaceae",0.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"DJFPdelta",14.9125,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"DJFTdelta",0.3375,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Ericales",6.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Fagus",1,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Hippophae",1.33,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"JJAPdelta",-6.9,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"JJATdelta",-1.325,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Juniperus",0.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Pinus",5.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Plantago",4,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Poaceae",16.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Quercus..deciduous.",42,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Rumex",2.33,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"Tilia",0.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,13,1343.8,"minD",21.62640092,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Apiaceae",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Betula",27.37,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Cichorioideae",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Corylus",9.12,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Cyperaceae",1.75,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"DJFPdelta",6.575,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"DJFTdelta",-0.175,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Ericales",5.96,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Ilex",2.46,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"JJAPdelta",1.475,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"JJATdelta",-1.0125,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Juniperus",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Lamiaceae",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Pinus",7.37,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Plantago",2.11,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Poaceae",10.53,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Quercus..deciduous.",25.96,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Rumex",2.46,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"Ulmus",1.05,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,14,1600.54,"minD",27.4426334,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Apiaceae",1.91,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Artemisia",0.64,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Betula",25.48,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Cichorioideae",0.64,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Corylus",6.37,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Cyperaceae",1.27,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"DJFPdelta",8.825,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"DJFTdelta",-0.2125,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Ericales",6.05,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Ilex",1.27,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"JJAPdelta",2.6375,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"JJATdelta",-1.1875,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Juniperus",1.91,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Pinus",6.37,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Plantago",2.87,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Poaceae",12.74,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Quercus..deciduous.",27.71,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"Rumex",3.18,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,15,1728.9,"minD",24.22237698,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Apiaceae",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Artemisia",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Betula",13.33,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Corylus",6.67,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Cyperaceae",3.86,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"DJFPdelta",39.5,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"DJFTdelta",-0.525,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Ericales",3.16,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Ilex",0.7,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"JJAPdelta",3.825,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"JJATdelta",-4.275,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Juniperus",4.21,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Pinus",19.3,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Plantago",2.81,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Poaceae",9.12,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Quercus..deciduous.",32.98,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"Rumex",1.75,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,16,1857.27,"minD",24.47399878,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Alnus",0.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Betula",19.59,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Buxus",1.03,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Chenopodiaceae",0.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Corylus",9.97,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Cyperaceae",1.37,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"DJFPdelta",31.5,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"DJFTdelta",-1.65,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Ericales",6.87,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Fagus",1.03,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Ilex",0.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"JJAPdelta",0.2,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"JJATdelta",-3.2,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Juniperus",1.72,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Pinus",9.97,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Plantago",2.06,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Poaceae",9.97,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Quercus..deciduous.",29.9,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Rosaceae",1.02,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"Rumex",1.72,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,17,1985.63,"minD",21.14937223,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Alnus",0.71,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Asteroideae",0.71,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Betula",18.86,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Corylus",11.39,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Cyperaceae",2.85,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"DJFPdelta",11.375,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"DJFTdelta",0.6,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Ericales",3.56,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Ilex",0.71,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"JJAPdelta",-5.95,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"JJATdelta",-0.6625,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Juniperus",1.78,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Pinus",6.05,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Plantago",4.63,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Poaceae",12.81,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Quercus..deciduous.",28.47,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Rumex",4.27,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"Tilia",0.71,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,18,2049.82,"minD",23.45536243,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Alnus",1.04,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Artemisia",1.74,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Betula",14.93,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Chenopodiaceae",0.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Corylus",8.33,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"DJFPdelta",30.55,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"DJFTdelta",-2.0625,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Ericales",8.33,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"JJAPdelta",4.825,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"JJATdelta",-3.4125,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Juniperus",1.39,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Pinus",10.42,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Plantago",2.43,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Poaceae",8.33,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Quercus..deciduous.",34.03,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Rosaceae",4.17,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Rumex",1.39,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"Ulmus",0.69,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,19,2255.2,"minD",25.60015507,"Model"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Alnus",0.96,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Apiaceae",0.96,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Artemisia",1.93,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Betula",23.15,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Corylus",9.97,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Cyperaceae",0.96,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"DJFPdelta",38.4375,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"DJFTdelta",0.2375,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Ericales",4.5,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Ilex",0.64,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"JJAPdelta",-5.1625,"Precipitation"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"JJATdelta",-2,"Temperature"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Juniperus",0.64,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Pinus",10.61,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Plantago",3.54,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Poaceae",11.58,"Pollen taxa"
"Entity_33_Region_Europe",33,"Europe","Lago de Ajo",-6.15,43.05,1570,20,2370.73,"Quercus..deciduous.",26.69,"Pollen taxa"
